,alt,src,species_code
2698,Hartlaub's Duck,206129441,harduc1
2699,Hartlaub's Duck,109585151,harduc1
2700,Hartlaub's Duck,208791401,harduc1
2701,Hartlaub's Duck,411388831,harduc1
2702,Hartlaub's Duck,211141351,harduc1
2703,Hartlaub's Duck,109585281,harduc1
2704,Hartlaub's Duck,122793311,harduc1
2705,Hartlaub's Duck,211141321,harduc1
2706,Hartlaub's Duck,488733901,harduc1
2707,Hartlaub's Duck,313874021,harduc1
2708,Hartlaub's Duck,129394631,harduc1
2709,Hartlaub's Duck,465342431,harduc1
2710,Hartlaub's Duck,311580511,harduc1
2711,Hartlaub's Duck,263610291,harduc1
2712,Hartlaub's Duck,206112021,harduc1
2713,Hartlaub's Duck,205756131,harduc1
2714,Hartlaub's Duck,582744141,harduc1
2715,Orinoco Goose,289115621,origoo1
2716,Orinoco Goose,62554691,origoo1
2717,Orinoco Goose,358522671,origoo1
2718,Orinoco Goose,114692271,origoo1
2719,Orinoco Goose,68172661,origoo1
2720,Orinoco Goose,289115641,origoo1
2721,Orinoco Goose,358522581,origoo1
2722,Orinoco Goose,68172681,origoo1
2723,Orinoco Goose,463801261,origoo1
2724,Orinoco Goose,129192891,origoo1
2725,Orinoco Goose,365570561,origoo1
2726,Orinoco Goose,289115611,origoo1
2727,Orinoco Goose,207374791,origoo1
2728,Orinoco Goose,204430911,origoo1
2729,Orinoco Goose,288884601,origoo1
2730,Orinoco Goose,611669062,origoo1
2731,Orinoco Goose,257663341,origoo1
2732,Orinoco Goose,204440621,origoo1
2733,Orinoco Goose,204422541,origoo1
2734,Orinoco Goose,144560391,origoo1
2735,Orinoco Goose,129192881,origoo1
2736,Orinoco Goose,124843111,origoo1
2737,Orinoco Goose,71099161,origoo1
2738,Orinoco Goose,89257381,origoo1
2739,Orinoco Goose,204111471,origoo1
2740,Orinoco Goose,204076991,origoo1
2741,Orinoco Goose,53326381,origoo1
2742,Orinoco Goose,529921651,origoo1
2743,Orinoco Goose,716941,origoo1
2744,Orinoco Goose,148639421,origoo1
2745,Andean Goose,224369541,andgoo1
2746,Andean Goose,380788541,andgoo1
2747,Andean Goose,395764831,andgoo1
2748,Andean Goose,420871641,andgoo1
2749,Andean Goose,62398251,andgoo1
2750,Andean Goose,46568541,andgoo1
2751,Andean Goose,596106681,andgoo1
2752,Andean Goose,571001121,andgoo1
2753,Andean Goose,512792451,andgoo1
2754,Andean Goose,530486381,andgoo1
2755,Andean Goose,62398201,andgoo1
2756,Andean Goose,182738721,andgoo1
2757,Andean Goose,65364001,andgoo1
2758,Andean Goose,155159341,andgoo1
2759,Andean Goose,65652481,andgoo1
2760,Andean Goose,204940551,andgoo1
2761,Andean Goose,402127671,andgoo1
2762,Andean Goose,512792461,andgoo1
2763,Andean Goose,79991731,andgoo1
2764,Andean Goose,416595291,andgoo1
2765,Andean Goose,611842350,andgoo1
2766,Andean Goose,591759631,andgoo1
2767,Andean Goose,608107191,andgoo1
2768,Andean Goose,491888171,andgoo1
2769,Andean Goose,358032971,andgoo1
2770,Andean Goose,381669801,andgoo1
2771,Andean Goose,575091501,andgoo1
2772,Andean Goose,206109091,andgoo1
2773,Andean Goose,204711601,andgoo1
2774,Andean Goose,204566981,andgoo1
2775,Upland Goose,61068971,uplgoo1
2776,Upland Goose,67636001,uplgoo1
2777,Upland Goose (Bar-breasted),53600391,uplgoo1
2778,Upland Goose (Bar-breasted),53602011,uplgoo1
2779,Upland Goose,611584636,uplgoo1
2780,Upland Goose,417356791,uplgoo1
2781,Upland Goose,417596591,uplgoo1
2782,Upland Goose,424418001,uplgoo1
2783,Upland Goose,219567801,uplgoo1
2784,Upland Goose,135233901,uplgoo1
2785,Upland Goose (Bar-breasted),232279071,uplgoo1
2786,Upland Goose,70999131,uplgoo1
2787,Upland Goose,424418011,uplgoo1
2788,Upland Goose,70998961,uplgoo1
2789,Upland Goose,511664011,uplgoo1
2790,Upland Goose,379187111,uplgoo1
2791,Upland Goose,70999161,uplgoo1
2792,Upland Goose,192247761,uplgoo1
2793,Upland Goose,115258201,uplgoo1
2794,Upland Goose,61068951,uplgoo1
2795,Upland Goose,613272604,uplgoo1
2796,Upland Goose,533824961,uplgoo1
2797,Upland Goose,551457401,uplgoo1
2798,Upland Goose,152738881,uplgoo1
2799,Upland Goose,67636071,uplgoo1
2800,Upland Goose,533824971,uplgoo1
2801,Upland Goose,166628821,uplgoo1
2802,Upland Goose,61068931,uplgoo1
2803,Upland Goose,611596791,uplgoo1
2804,Upland Goose (Bar-breasted),45412161,uplgoo1
2805,Kelp Goose,430936531,kelgoo1
2806,Kelp Goose,445445371,kelgoo1
2807,Kelp Goose,394105271,kelgoo1
2808,Kelp Goose,51755341,kelgoo1
2809,Kelp Goose,61070851,kelgoo1
2810,Kelp Goose,192027201,kelgoo1
2811,Kelp Goose,208208441,kelgoo1
2812,Kelp Goose,445445261,kelgoo1
2813,Kelp Goose,208208471,kelgoo1
2814,Kelp Goose,61070861,kelgoo1
2815,Kelp Goose,445445291,kelgoo1
2816,Kelp Goose,470545431,kelgoo1
2817,Kelp Goose,612757815,kelgoo1
2818,Kelp Goose,612757813,kelgoo1
2819,Kelp Goose,80555961,kelgoo1
2820,Kelp Goose,610387768,kelgoo1
2821,Kelp Goose,145030341,kelgoo1
2822,Kelp Goose,467311491,kelgoo1
2823,Kelp Goose,204765981,kelgoo1
2824,Kelp Goose,467311511,kelgoo1
2825,Kelp Goose,32799561,kelgoo1
2826,Kelp Goose,470545391,kelgoo1
2827,Kelp Goose,204326301,kelgoo1
2828,Kelp Goose,371298921,kelgoo1
2829,Kelp Goose,612757814,kelgoo1
2830,Kelp Goose,470545401,kelgoo1
2831,Kelp Goose,394104961,kelgoo1
2832,Kelp Goose,205664931,kelgoo1
2833,Kelp Goose,313202651,kelgoo1
2834,Kelp Goose,394105801,kelgoo1
2835,Ashy-headed Goose,430270881,ashgoo1
2836,Ashy-headed Goose,545741141,ashgoo1
2837,Ashy-headed Goose,61070571,ashgoo1
2838,Ashy-headed Goose,474885111,ashgoo1
2839,Ashy-headed Goose,203337801,ashgoo1
2840,Ashy-headed Goose,377224011,ashgoo1
2841,Ashy-headed Goose,240031181,ashgoo1
2842,Ashy-headed Goose,123287051,ashgoo1
2843,Ashy-headed Goose,385581491,ashgoo1
2844,Ashy-headed Goose,105652531,ashgoo1
2845,Ashy-headed Goose,526025211,ashgoo1
2846,Ashy-headed Goose,322632161,ashgoo1
2847,Ashy-headed Goose,523547581,ashgoo1
2848,Ashy-headed Goose,128759911,ashgoo1
2849,Ashy-headed Goose,611735380,ashgoo1
2850,Ashy-headed Goose,378562751,ashgoo1
2851,Ashy-headed Goose,611735372,ashgoo1
2852,Ashy-headed Goose,546194641,ashgoo1
2853,Ashy-headed Goose,385581471,ashgoo1
2854,Ashy-headed Goose,273728301,ashgoo1
2855,Ashy-headed Goose,193805571,ashgoo1
2856,Ashy-headed Goose,123287641,ashgoo1
2857,Ashy-headed Goose,401647161,ashgoo1
2858,Ashy-headed Goose,385581531,ashgoo1
2859,Ashy-headed Goose,385581521,ashgoo1
2860,Ashy-headed Goose,73864461,ashgoo1
2861,Ashy-headed Goose,480481711,ashgoo1
2862,Ashy-headed Goose,608659068,ashgoo1
2863,Ashy-headed Goose,365951181,ashgoo1
2864,Ashy-headed Goose,204892721,ashgoo1
2865,Ruddy-headed Goose,208185971,ruhgoo1
2866,Ruddy-headed Goose,174730471,ruhgoo1
2867,Ruddy-headed Goose,363727591,ruhgoo1
2868,Ruddy-headed Goose,66071271,ruhgoo1
2869,Ruddy-headed Goose,128759221,ruhgoo1
2870,Ruddy-headed Goose,385284001,ruhgoo1
2871,Ruddy-headed Goose,22156781,ruhgoo1
2872,Ruddy-headed Goose,32442941,ruhgoo1
2873,Ruddy-headed Goose,22156771,ruhgoo1
2874,Ruddy-headed Goose,204567891,ruhgoo1
2875,Ruddy-headed Goose,21497501,ruhgoo1
2876,Ruddy-headed Goose,22155781,ruhgoo1
2877,Ruddy-headed Goose,205621511,ruhgoo1
2878,Ruddy-headed Goose,205621501,ruhgoo1
2879,Ruddy-headed Goose,204862421,ruhgoo1
2880,Ruddy-headed Goose,78206031,ruhgoo1
2881,Ruddy-headed Goose,252597501,ruhgoo1
2882,Ruddy-headed Goose,98938811,ruhgoo1
2883,Ruddy-headed Goose,292111751,ruhgoo1
2884,Ruddy-headed Goose,205665061,ruhgoo1
2885,Ruddy-headed Goose,205665031,ruhgoo1
2886,Ruddy-headed Goose,204892471,ruhgoo1
2887,Ruddy-headed Goose,120663931,ruhgoo1
2888,Ruddy-headed Goose,611083668,ruhgoo1
2889,Ruddy-headed Goose,344645531,ruhgoo1
2890,Ruddy-headed Goose,205665051,ruhgoo1
2891,Ruddy-headed Goose,204765991,ruhgoo1
2892,Ruddy-headed Goose,274504811,ruhgoo1
2893,Ruddy-headed Goose,470714871,ruhgoo1
2894,Ruddy-headed Goose,470714861,ruhgoo1
2895,Radjah Shelduck,402562451,radshe1
2896,Radjah Shelduck,402888761,radshe1
2897,Radjah Shelduck,323796171,radshe1
2898,Radjah Shelduck,328720471,radshe1
2899,Radjah Shelduck,452277341,radshe1
2900,Radjah Shelduck,389025321,radshe1
2901,Radjah Shelduck,460703121,radshe1
2902,Radjah Shelduck,609309766,radshe1
2903,Radjah Shelduck,596197871,radshe1
2904,Radjah Shelduck,202395211,radshe1
2905,Radjah Shelduck,349038531,radshe1
2906,Radjah Shelduck,299540421,radshe1
2907,Radjah Shelduck,463187571,radshe1
2908,Radjah Shelduck,83942951,radshe1
2909,Radjah Shelduck,458382171,radshe1
2910,Radjah Shelduck,80837841,radshe1
2911,Radjah Shelduck,589354821,radshe1
2912,Radjah Shelduck,402193051,radshe1
2913,Radjah Shelduck,596197781,radshe1
2914,Radjah Shelduck,402231171,radshe1
2915,Radjah Shelduck,460703071,radshe1
2916,Radjah Shelduck,388022551,radshe1
2917,Radjah Shelduck,205972661,radshe1
2918,Radjah Shelduck,454631701,radshe1
2919,Radjah Shelduck,388028281,radshe1
2920,Radjah Shelduck,42572891,radshe1
2921,Radjah Shelduck,452704171,radshe1
2922,Radjah Shelduck,389158581,radshe1
2923,Radjah Shelduck,460703111,radshe1
2924,Radjah Shelduck,83942931,radshe1
2925,Egyptian Goose,521498701,egygoo
2926,Egyptian Goose,529953871,egygoo
2927,Egyptian Goose,428521401,egygoo
2928,Egyptian Goose,480123861,egygoo
2929,Egyptian Goose,64163091,egygoo
2930,Egyptian Goose,339400401,egygoo
2931,Egyptian Goose,160252811,egygoo
2932,Egyptian Goose,420540001,egygoo
2933,Egyptian Goose,205477881,egygoo
2934,Egyptian Goose,564695961,egygoo
2935,Egyptian Goose,380883051,egygoo
2936,Egyptian Goose,301253901,egygoo
2937,Egyptian Goose,49619211,egygoo
2938,Egyptian Goose,551339681,egygoo
2939,Egyptian Goose,551339691,egygoo
2940,Egyptian Goose,445854241,egygoo
2941,Egyptian Goose,304511161,egygoo
2942,Egyptian Goose,172249771,egygoo
2943,Egyptian Goose,514281771,egygoo
2944,Egyptian Goose,200370951,egygoo
2945,Egyptian Goose,33607341,egygoo
2946,Egyptian Goose,541815321,egygoo
2947,Egyptian Goose,344361971,egygoo
2948,Egyptian Goose,376995911,egygoo
2949,Egyptian Goose,409956161,egygoo
2950,Egyptian Goose,418640591,egygoo
2951,Egyptian Goose,265974861,egygoo
2952,Egyptian Goose,428521391,egygoo
2953,Egyptian Goose,541815251,egygoo
2954,Egyptian Goose,332967431,egygoo
2955,Ruddy Shelduck,286515491,rudshe
2956,Ruddy Shelduck,538865821,rudshe
2957,Ruddy Shelduck,462462161,rudshe
2958,Ruddy Shelduck,412743141,rudshe
2959,Ruddy Shelduck,21038851,rudshe
2960,Ruddy Shelduck,135694691,rudshe
2961,Ruddy Shelduck,213509801,rudshe
2962,Ruddy Shelduck,128865251,rudshe
2963,Ruddy Shelduck,215813381,rudshe
2964,Ruddy Shelduck,303857891,rudshe
2965,Ruddy Shelduck,410530541,rudshe
2966,Ruddy Shelduck,205946611,rudshe
2967,Ruddy Shelduck,205946621,rudshe
2968,Ruddy Shelduck,613322682,rudshe
2969,Ruddy Shelduck,323654901,rudshe
2970,Ruddy Shelduck,205833441,rudshe
2971,Ruddy Shelduck,111962641,rudshe
2972,Ruddy Shelduck,541660331,rudshe
2973,Ruddy Shelduck,462699801,rudshe
2974,Ruddy Shelduck,430772091,rudshe
2975,Ruddy Shelduck,413099661,rudshe
2976,Ruddy Shelduck,244192341,rudshe
2977,Ruddy Shelduck,311370091,rudshe
2978,Ruddy Shelduck,311370031,rudshe
2979,Ruddy Shelduck,306359541,rudshe
2980,Ruddy Shelduck,213509831,rudshe
2981,Ruddy Shelduck,205208711,rudshe
2982,Ruddy Shelduck,213509791,rudshe
2983,Ruddy Shelduck,128861721,rudshe
2984,Ruddy Shelduck,128865341,rudshe
2985,South African Shelduck,503706081,soashe1
2986,South African Shelduck,304139101,soashe1
2987,South African Shelduck,45050781,soashe1
2988,South African Shelduck,204298941,soashe1
2989,South African Shelduck,306968951,soashe1
2990,South African Shelduck,206161551,soashe1
2991,South African Shelduck,304139081,soashe1
2992,South African Shelduck,162041411,soashe1
2993,South African Shelduck,204298931,soashe1
2994,South African Shelduck,205821801,soashe1
2995,South African Shelduck,67695881,soashe1
2996,South African Shelduck,277492941,soashe1
2997,South African Shelduck,204718351,soashe1
2998,South African Shelduck,205904021,soashe1
2999,South African Shelduck,26658251,soashe1
3000,South African Shelduck,304466551,soashe1
3001,South African Shelduck,304466471,soashe1
3002,South African Shelduck,304466311,soashe1
3003,South African Shelduck,306968931,soashe1
3004,South African Shelduck,306968901,soashe1
3005,South African Shelduck,306968861,soashe1
3006,South African Shelduck,460877501,soashe1
3007,South African Shelduck,241124791,soashe1
3008,South African Shelduck,227967401,soashe1
3009,South African Shelduck,47235121,soashe1
3010,South African Shelduck,85199651,soashe1
3011,South African Shelduck,304466321,soashe1
3012,South African Shelduck,206177291,soashe1
3013,South African Shelduck,206141201,soashe1
3014,South African Shelduck,205904011,soashe1
3015,Australian Shelduck,181405861,ausshe1
3016,Australian Shelduck,443755891,ausshe1
3017,Australian Shelduck,247376451,ausshe1
3018,Australian Shelduck,549274431,ausshe1
3019,Australian Shelduck,180295861,ausshe1
3020,Australian Shelduck,443755931,ausshe1
3021,Australian Shelduck,290356251,ausshe1
3022,Australian Shelduck,443756001,ausshe1
3023,Australian Shelduck,443755961,ausshe1
3024,Australian Shelduck,247376431,ausshe1
3025,Australian Shelduck,549184221,ausshe1
3026,Australian Shelduck,247376441,ausshe1
3027,Australian Shelduck,549184211,ausshe1
3028,Australian Shelduck,120713061,ausshe1
3029,Australian Shelduck,549184201,ausshe1
3030,Australian Shelduck,120712991,ausshe1
3031,Australian Shelduck,205225971,ausshe1
3032,Australian Shelduck,120712861,ausshe1
3033,Australian Shelduck,180295851,ausshe1
3034,Australian Shelduck,204944691,ausshe1
3035,Australian Shelduck,609661595,ausshe1
3036,Australian Shelduck,261322051,ausshe1
3037,Australian Shelduck,78025751,ausshe1
3038,Australian Shelduck,204944681,ausshe1
3039,Australian Shelduck,134338681,ausshe1
3040,Australian Shelduck,80027071,ausshe1
3041,Australian Shelduck,147062151,ausshe1
3042,Australian Shelduck,394543221,ausshe1
3043,Australian Shelduck,206219801,ausshe1
3044,Australian Shelduck,206219791,ausshe1
3045,Paradise Shelduck,147169631,parshe1
3046,Paradise Shelduck,51419891,parshe1
3047,Paradise Shelduck,219759381,parshe1
3048,Paradise Shelduck,219759391,parshe1
3049,Paradise Shelduck,108993481,parshe1
3050,Paradise Shelduck,49118101,parshe1
3051,Paradise Shelduck,57004681,parshe1
3052,Paradise Shelduck,57004721,parshe1
3053,Paradise Shelduck,59798181,parshe1
3054,Paradise Shelduck,198030341,parshe1
3055,Paradise Shelduck,73241751,parshe1
3056,Paradise Shelduck,172640171,parshe1
3057,Paradise Shelduck,608269354,parshe1
3058,Paradise Shelduck,606451431,parshe1
3059,Paradise Shelduck,142853601,parshe1
3060,Paradise Shelduck,169463591,parshe1
3061,Paradise Shelduck,613396847,parshe1
3062,Paradise Shelduck,612068576,parshe1
3063,Paradise Shelduck,270622511,parshe1
3064,Paradise Shelduck,221386441,parshe1
3065,Paradise Shelduck,207767971,parshe1
3066,Paradise Shelduck,206216851,parshe1
3067,Paradise Shelduck,204852491,parshe1
3068,Paradise Shelduck,199818481,parshe1
3069,Paradise Shelduck,543681911,parshe1
3070,Paradise Shelduck,116082411,parshe1
3071,Paradise Shelduck,515715691,parshe1
3072,Paradise Shelduck,61289641,parshe1
3073,Paradise Shelduck,73242091,parshe1
3074,Paradise Shelduck,581813751,parshe1
3075,Common Shelduck,204614531,comshe
3076,Common Shelduck,408350491,comshe
3077,Common Shelduck,66900941,comshe
3078,Common Shelduck,181539881,comshe
3079,Common Shelduck,526174171,comshe
3080,Common Shelduck,582144661,comshe
3081,Common Shelduck,515031901,comshe
3082,Common Shelduck,335029891,comshe
3083,Common Shelduck,66900931,comshe
3084,Common Shelduck,609269003,comshe
3085,Common Shelduck,204585631,comshe
3086,Common Shelduck,256219771,comshe
3087,Common Shelduck,169147031,comshe
3088,Common Shelduck,552874531,comshe
3089,Common Shelduck,285178141,comshe
3090,Common Shelduck,206020691,comshe
3091,Common Shelduck,254949881,comshe
3092,Common Shelduck,526173491,comshe
3093,Common Shelduck,467015551,comshe
3094,Common Shelduck,577765911,comshe
3095,Common Shelduck,203082951,comshe
3096,Common Shelduck,213141151,comshe
3097,Common Shelduck,411660661,comshe
3098,Common Shelduck,526173911,comshe
3099,Common Shelduck,364400161,comshe
3100,Common Shelduck,96404511,comshe
3101,Common Shelduck,424034771,comshe
3102,Common Shelduck,546665981,comshe
3103,Common Shelduck,526173431,comshe
3104,Common Shelduck,391586641,comshe
3105,Spur-winged Goose,162618381,spwgoo1
3106,Spur-winged Goose,113586831,spwgoo1
3107,Spur-winged Goose,79901731,spwgoo1
3108,Spur-winged Goose,30900621,spwgoo1
3109,Spur-winged Goose,276498771,spwgoo1
3110,Spur-winged Goose,276498461,spwgoo1
3111,Spur-winged Goose (Northern),205232941,spwgoo1
3112,Spur-winged Goose (Northern),204942211,spwgoo1
3113,Spur-winged Goose,162776691,spwgoo1
3114,Spur-winged Goose,107467891,spwgoo1
3115,Spur-winged Goose,540987451,spwgoo1
3116,Spur-winged Goose (Southern),39124121,spwgoo1
3117,Spur-winged Goose,250122261,spwgoo1
3118,Spur-winged Goose,507795341,spwgoo1
3119,Spur-winged Goose (Northern),204932141,spwgoo1
3120,Spur-winged Goose,162776701,spwgoo1
3121,Spur-winged Goose (Northern),205365941,spwgoo1
3122,Spur-winged Goose (Southern),39124131,spwgoo1
3123,Spur-winged Goose,204441121,spwgoo1
3124,Spur-winged Goose,610093345,spwgoo1
3125,Spur-winged Goose,351469461,spwgoo1
3126,Spur-winged Goose,351469441,spwgoo1
3127,Spur-winged Goose (Northern),204932131,spwgoo1
3128,Spur-winged Goose (Northern),204349541,spwgoo1
3129,Spur-winged Goose (Northern),204308771,spwgoo1
3130,Spur-winged Goose (Southern),205661271,spwgoo1
3131,Spur-winged Goose,540987901,spwgoo1
3132,Spur-winged Goose,301553811,spwgoo1
3133,Spur-winged Goose (Northern),190186351,spwgoo1
3134,Spur-winged Goose,204080121,spwgoo1
3135,Flying Steamer-Duck,456170341,flystd1
3136,Flying Steamer-Duck,551463171,flystd1
3137,Flying Steamer-Duck,612924878,flystd1
3138,Flying Steamer-Duck,551463161,flystd1
3139,Flying Steamer-Duck,431926061,flystd1
3140,Flying Steamer-Duck,434654021,flystd1
3141,Flying Steamer-Duck,44289321,flystd1
3142,Flying Steamer-Duck,385462181,flystd1
3143,Flying Steamer-Duck,205591291,flystd1
3144,Flying Steamer-Duck,205174331,flystd1
3145,Flying Steamer-Duck,204892641,flystd1
3146,Flying Steamer-Duck,324438641,flystd1
3147,Flying Steamer-Duck,204318211,flystd1
3148,Flying Steamer-Duck,613403877,flystd1
3149,Flying Steamer-Duck,105371011,flystd1
3150,Flying Steamer-Duck,205174321,flystd1
3151,Flying Steamer-Duck,255994471,flystd1
3152,Flying Steamer-Duck,431926111,flystd1
3153,Flying Steamer-Duck,52193971,flystd1
3154,Flying Steamer-Duck,612924877,flystd1
3155,Flying Steamer-Duck,612924794,flystd1
3156,Flying Steamer-Duck,368232191,flystd1
3157,Flying Steamer-Duck,270793231,flystd1
3158,Flying Steamer-Duck,271535661,flystd1
3159,Flying Steamer-Duck,572753181,flystd1
3160,Flying Steamer-Duck,579564651,flystd1
3161,Flying Steamer-Duck,466943091,flystd1
3162,Flying Steamer-Duck,467340401,flystd1
3163,Flying Steamer-Duck,385462151,flystd1
3164,Flying Steamer-Duck,613083442,flystd1
3165,Flightless Steamer-Duck,105436191,flistd1
3166,Flightless Steamer-Duck,33586491,flistd1
3167,Flightless Steamer-Duck,222596181,flistd1
3168,Flightless Steamer-Duck,85793321,flistd1
3169,Flightless Steamer-Duck,52193841,flistd1
3170,Flightless Steamer-Duck,27505801,flistd1
3171,Flightless Steamer-Duck,205587151,flistd1
3172,Flightless Steamer-Duck,242915621,flistd1
3173,Flightless Steamer-Duck,491165031,flistd1
3174,Flightless Steamer-Duck,261345531,flistd1
3175,Flightless Steamer-Duck,138227801,flistd1
3176,Flightless Steamer-Duck,80575121,flistd1
3177,Flightless Steamer-Duck,574111581,flistd1
3178,Flightless Steamer-Duck,313048681,flistd1
3179,Flightless Steamer-Duck,183133611,flistd1
3180,Flightless Steamer-Duck,512403241,flistd1
3181,Flightless Steamer-Duck,612242424,flistd1
3182,Flightless Steamer-Duck,611807702,flistd1
3183,Flightless Steamer-Duck,261345501,flistd1
3184,Flightless Steamer-Duck,204613751,flistd1
3185,Flightless Steamer-Duck,62731291,flistd1
3186,Flightless Steamer-Duck,85793531,flistd1
3187,Flightless Steamer-Duck,193055481,flistd1
3188,Flightless Steamer-Duck,173568301,flistd1
3189,Flightless Steamer-Duck,205587061,flistd1
3190,Flightless Steamer-Duck,205189621,flistd1
3191,Flightless Steamer-Duck,204775751,flistd1
3192,Flightless Steamer-Duck,204765891,flistd1
3193,Flightless Steamer-Duck,204631001,flistd1
3194,Flightless Steamer-Duck,122331721,flistd1
3195,Falkland Steamer-Duck,66075881,falstd1
3196,Falkland Steamer-Duck,612757788,falstd1
3197,Falkland Steamer-Duck,66075911,falstd1
3198,Falkland Steamer-Duck,21809841,falstd1
3199,Falkland Steamer-Duck,313202721,falstd1
3200,Falkland Steamer-Duck,271096051,falstd1
3201,Falkland Steamer-Duck,204860551,falstd1
3202,Falkland Steamer-Duck,204860561,falstd1
3203,Falkland Steamer-Duck,205669561,falstd1
3204,Falkland Steamer-Duck,313202741,falstd1
3205,Falkland Steamer-Duck,313202691,falstd1
3206,Falkland Steamer-Duck,204860531,falstd1
3207,Falkland Steamer-Duck,204766011,falstd1
3208,Falkland Steamer-Duck,208186981,falstd1
3209,Falkland Steamer-Duck,313202781,falstd1
3210,Falkland Steamer-Duck,205676191,falstd1
3211,Falkland Steamer-Duck,205676181,falstd1
3212,Falkland Steamer-Duck,21811301,falstd1
3213,Falkland Steamer-Duck,32441041,falstd1
3214,Falkland Steamer-Duck,205669601,falstd1
3215,Falkland Steamer-Duck,205669541,falstd1
3216,Falkland Steamer-Duck,205669531,falstd1
3217,Falkland Steamer-Duck,205669501,falstd1
3218,Falkland Steamer-Duck,205197641,falstd1
3219,Falkland Steamer-Duck,205650121,falstd1
3220,Falkland Steamer-Duck,204860541,falstd1
3221,Falkland Steamer-Duck,612759178,falstd1
3222,Falkland Steamer-Duck,523324891,falstd1
3223,Falkland Steamer-Duck,197163851,falstd1
3224,Falkland Steamer-Duck,204892651,falstd1
3225,White-headed Steamer-Duck,122707661,whhstd1
3226,White-headed Steamer-Duck,554356781,whhstd1
3227,White-headed Steamer-Duck,204561421,whhstd1
3228,White-headed Steamer-Duck,206051761,whhstd1
3229,White-headed Steamer-Duck,204768281,whhstd1
3230,White-headed Steamer-Duck,34600671,whhstd1
3231,White-headed Steamer-Duck,277444351,whhstd1
3232,White-headed Steamer-Duck,42833881,whhstd1
3233,White-headed Steamer-Duck,122707611,whhstd1
3234,White-headed Steamer-Duck,206033671,whhstd1
3235,White-headed Steamer-Duck,278173861,whhstd1
3236,White-headed Steamer-Duck,422195681,whhstd1
3237,White-headed Steamer-Duck,193464631,whhstd1
3238,White-headed Steamer-Duck,193464651,whhstd1
3239,White-headed Steamer-Duck,193464641,whhstd1
3240,White-headed Steamer-Duck,193464621,whhstd1
3241,White-headed Steamer-Duck,138457881,whhstd1
3242,White-headed Steamer-Duck,422195691,whhstd1
3243,White-headed Steamer-Duck,422195671,whhstd1
3244,White-headed Steamer-Duck,422195661,whhstd1
3245,White-headed Steamer-Duck,505699691,whhstd1
3246,White-headed Steamer-Duck,129266041,whhstd1
3247,White-headed Steamer-Duck,422195701,whhstd1
3248,White-headed Steamer-Duck,613139065,whhstd1
3249,White-headed Steamer-Duck,612120488,whhstd1
3250,White-headed Steamer-Duck,554351591,whhstd1
3251,White-headed Steamer-Duck,490635241,whhstd1
3252,White-headed Steamer-Duck,86402291,whhstd1
3253,White-headed Steamer-Duck,34600791,whhstd1
3254,White-headed Steamer-Duck,63688051,whhstd1
3255,Crested Duck,425553761,creduc1
3256,Crested Duck,415100021,creduc1
3257,Crested Duck,368301031,creduc1
3258,Crested Duck,474888801,creduc1
3259,Crested Duck,94970701,creduc1
3260,Crested Duck,425553681,creduc1
3261,Crested Duck,33890781,creduc1
3262,Crested Duck,204568021,creduc1
3263,Crested Duck,45955531,creduc1
3264,Crested Duck,80556291,creduc1
3265,Crested Duck,455203491,creduc1
3266,Crested Duck,66667091,creduc1
3267,Crested Duck,609922960,creduc1
3268,Crested Duck,205611241,creduc1
3269,Crested Duck,196424451,creduc1
3270,Crested Duck,181461161,creduc1
3271,Crested Duck,74820861,creduc1
3272,Crested Duck,573303751,creduc1
3273,Crested Duck,206159631,creduc1
3274,Crested Duck,502316241,creduc1
3275,Crested Duck,351501071,creduc1
3276,Crested Duck,217157181,creduc1
3277,Crested Duck,205591271,creduc1
3278,Crested Duck,205189721,creduc1
3279,Crested Duck,204892751,creduc1
3280,Crested Duck,204853831,creduc1
3281,Crested Duck,204853821,creduc1
3282,Crested Duck,204613611,creduc1
3283,Crested Duck,204568041,creduc1
3284,Crested Duck,204318181,creduc1
3285,Spectacled Duck,433469971,speduc2
3286,Spectacled Duck,73536921,speduc2
3287,Spectacled Duck,433218131,speduc2
3288,Spectacled Duck,105369831,speduc2
3289,Spectacled Duck,73536981,speduc2
3290,Spectacled Duck,73536931,speduc2
3291,Spectacled Duck,554738081,speduc2
3292,Spectacled Duck,564809491,speduc2
3293,Spectacled Duck,123528821,speduc2
3294,Spectacled Duck,86659981,speduc2
3295,Spectacled Duck,551445991,speduc2
3296,Spectacled Duck,554738091,speduc2
3297,Spectacled Duck,202735091,speduc2
3298,Spectacled Duck,73865341,speduc2
3299,Spectacled Duck,168761381,speduc2
3300,Spectacled Duck,241014761,speduc2
3301,Spectacled Duck,564809681,speduc2
3302,Spectacled Duck,99796571,speduc2
3303,Spectacled Duck,564809661,speduc2
3304,Spectacled Duck,564809521,speduc2
3305,Spectacled Duck,564809511,speduc2
3306,Spectacled Duck,270566621,speduc2
3307,Spectacled Duck,216118721,speduc2
3308,Spectacled Duck,433218221,speduc2
3309,Spectacled Duck,216121511,speduc2
3310,Spectacled Duck,22488421,speduc2
3311,Spectacled Duck,72380921,speduc2
3312,Spectacled Duck,612518094,speduc2
3313,Spectacled Duck,564809501,speduc2
3314,Spectacled Duck,564809691,speduc2
3315,Muscovy Duck (Domestic type),392110751,musduc
3316,Muscovy Duck,349754031,musduc
